"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB04705","12,13-DHOME","HMDB0004705","10236635","72665","C14829",NA,"CCCCCC(C(C/C=C\CCCCCCCC(=O)O)O)O","1"
"HMDB04704","9,10-DHOME","HMDB0004704","9966640","72663","C14828",NA,"CCCCC/C=C\CC(C(CCCCCCCC(=O)O)O)O","1"
"HMDB00535","Caproic acid","HMDB0000535","8892","30776","C01585","5520","CCCCCC(=O)O","1"
"HMDB00666","Heptanoic acid","HMDB0000666","8094","45571","C17714","5636","CCCCCCC(=O)O","1"
"HMDB00764","Hydrocinnamic acid","HMDB0000764","107","28631","C05629","4153","OC(=O)CCC1=CC=CC=C1","1"
"HMDB00703","Mandelic acid","HMDB0000703","439616","32800","C01984","5671","O[C@H](C(O)=O)C1=CC=CC=C1","1"
"HMDB00711","Hydroxyoctanoic acid","HMDB0000711","94180","86543",NA,"5679","CCCCCCC(C(=O)O)O","1"
"HMDB01954","3-Hydroxyoctanoic acid","HMDB0001954","26613","37098",NA,NA,"CCCCCC(O)CC(=O)O","1"
"HMDB00511","Capric acid","HMDB0000511","2969","30813","C01571","336","CCCCCCCCCC(=O)O","1"
"HMDB00197","Indoleacetic acid","HMDB0000197","802","16411","C00954","5211","OC(=O)CC1=CNC2=C1C=CC=C2","1"
"HMDB02203","3-Hydroxycapric acid","HMDB0002203","26612","132983",NA,"6544","CCCCCCCC(O)CC(=O)O","1"
"HMDB00638","Dodecanoic acid","HMDB0000638","3893","30805","C02679","5611","CCCCCCCCCCCC(=O)O","1"
"HMDB00888","Undecanedioic acid","HMDB0000888","15816","73713",NA,"5846","C(CCCCC(=O)O)CCCCC(=O)O","1"
"HMDB02000","Myristoleic acid","HMDB0002000","5281119","27781","C08322","6424","CCCC/C=C\CCCCCCCC(=O)O","1"
"HMDB00806","Myristic acid","HMDB0000806","11005","28875","C06424","196","CCCCCCCCCCCCCC(=O)O","1"
"HMDB00623","Dodecanedioic acid","HMDB0000623","12736","4676","C02678","5596","C(CCCCCC(=O)O)CCCCC(=O)O","1"
"HMDB00826","Pentadecanoic acid","HMDB0000826","13849","42504","C16537","5789","CCCCCCCCCCCCCCC(=O)O","1"
"HMDB02261","alpha-hydroxy myristic acid","HMDB02261","656737","85937","C13790",NA,"CCCCCCCCCCCC(O)C(=O)O","1"
"HMDB03229","Palmitoleic acid","HMDB0003229","5312427","28716","C08362","188","CCCCCC/C=C\CCCCCCCC(=O)O","1"
"HMDB00220","Palmitic acid","HMDB0000220","985","15756","C00249","187","CCCCCCCCCCCCCCCC(=O)O","1"
"HMDB00872","Tetradecanedioic acid","HMDB0000872","13185","76308","C11002","5833","OC(=O)CCCCCCCCCCCCC(O)=O","1"
"HMDB60038","10Z-Heptadecenoic acid","HMDB0060038","5312435","75094",NA,NA,"CCCCCC\C=C/CCCCCCCCC(O)=O","1"
"HMDB62548","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB01388","Alpha-Linolenic acid","HMDB0001388","5280934","27432","C06427","6208","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","1"
"HMDB00673","Linoleic acid","HMDB0000673","5280450","17351","C01595","191","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O","1"
"HMDB00207","Oleic acid","HMDB0000207","445639","16196","C00712","190","CCCCCCCC/C=C\CCCCCCCC(=O)O","1"
"HMDB00827","Stearic acid","HMDB0000827","5281","28842","C01530","189","CCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB00672","Hexadecanedioic acid","HMDB0000672","10459","73722","C19615","5642","C(CCCCCCCC(=O)O)CCCCCCC(=O)O","1"
"HMDB13622","Nonadeca-10(Z)-enoic acid","HMDB0013622","5312513","37527","C00174",NA,"CCCCCCCC/C=C\CCCCCCCCC(=O)O","1"
"HMDB00772","Nonadecanoic acid","HMDB0000772","12591","39246","C16535","5738","CCCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB61710","17-Methylstearate","HMDB0061710","3083779","133136",NA,NA,"CC(C)CCCCCCCCCCCCCCCC(O)=O","1"
"HMDB01999","Eicosapentaenoic acid","HMDB0001999","446284","28364","C06428","6423","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1"
"HMDB01043","Arachidonic acid","HMDB0001043","444899","15843","C00219","193","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1"
"HMDB02925","8,11,14-Eicosatrienoic acid","HMDB0002925","5280581","53486","C03242","259","CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O","1"
"HMDB05060","Eicosadienoic acid","HMDB0005060","6439848","603631","C16525",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O","1"
"HMDB02231","Eicosenoic acid","HMDB0002231","5282768","32425","C16526","6563","CCCCCCCC/C=C\CCCCCCCCCC(=O)O","1"
"HMDB02212","Arachidic acid","HMDB0002212","10467","28822","C06425","401","CCCCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB00801","Phytanic acid","HMDB0000801","26840","16285","C01607","5765","CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O","1"
"HMDB02183","Docosahexaenoic acid","HMDB0002183","445580","28125","C06429","3457","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O","1"
"HMDB01976","Docosapentaenoic acid (22n-6)","HMDB0001976","6441454","65136",NA,"6412","CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O","1"
"HMDB02226","Adrenic acid","HMDB0002226","5497181","53487","C16527","6560","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1"
"HMDB02068","Erucic acid","HMDB0002068","5281116","28792","C08316","6470","CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O","1"
"HMDB02364","Oleanolic acid","HMDB0002364","10494","37659","C17148",NA,"C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O","1"
"HMDB02392","Maslinic acid","HMDB0002392","73659","66682","C16939",NA,"C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H](C3(C)C)O)O)C","1"
"HMDB00761","TG(14:0/i-22:0/i-24:0)","HMDB0100761","131808923",NA,NA,NA,"[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C","1"
"HMDB00518","Chenodeoxycholic acid","HMDB0000518","10133","16755","C02528","207","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00626","Deoxycholic acid","HMDB0000626","222528","28834","C04483","265","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00733","Hyodeoxycholic acid","HMDB0000733","9963687",NA,"C15517","5701","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00391","7-Ketodeoxycholic acid","HMDB0000391","188292","16390","C04643","5380","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00506","Alpha-Muricholic acid","HMDB0000506","96023991",NA,"C17647","5492","C[C@H](CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00619","Cholic acid","HMDB0000619","221493","16359","C00695","206","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00698","Lithocholic acid glycine conjugate","HMDB0000698","115245","37998","C15557","5666","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","1"
"HMDB00637","Chenodeoxycholic acid glycine conjugate","HMDB0000637","22833540",NA,"C05466","5610","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00631","Deoxycholic acid glycine conjugate","HMDB0000631","3035026","27471","C05464","5604","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00708","Glycoursodeoxycholic acid","HMDB0000708","12310288","542261",NA,"5676","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00138","Glycocholic acid","HMDB0000138","23617285","29746","C01921","5169","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00722","Lithocholyltaurine","HMDB0000722","53477716","36259","C02592","5690","C[C@H](CCC(=O)NCCS(=O)(=O)O)C1CCC2[C@@]1(CCC3C2CCC4[C@@]3(CC[C@H](C4)O)C)C","1"
"HMDB00951","Taurochenodesoxycholic acid","HMDB0000951","387316","16525","C05465","5897","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00896","Taurodeoxycholic acid","HMDB0000896","2733768","9410","C05463","5853","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00874","Tauroursodeoxycholic acid","HMDB0000874","12443252",NA,NA,"5835","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00932","Tauro-b-muricholic acid","HMDB0000932","21124703",NA,NA,"5881","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00036","Taurocholic acid","HMDB0000036","6675","28865","C05122","5104","CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1([C@H](CC3C2[C@@H](C[C@H]4C3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB01895","Salicylic acid","HMDB0001895","338","16914","C00805","616","OC(=O)C1=CC=CC=C1O","1"
"HMDB01889","Theophylline","HMDB0001889","2153","28177","C07130","1458","CN1C2=C(NC=N2)C(=O)N(C)C1=O","1"
"HMDB29723","Saccharin","HMDB0029723","5143","32111","C12283",NA,"OC1=NS(=O)(=O)C2=CC=CC=C12","1"
"HMDB00784","Azelaic acid","HMDB0000784","2266","48131","C08261","5750","C(CCCC(=O)O)CCCC(=O)O","1"
"HMDB00792","Sebacic acid","HMDB0000792","5192","41865","C08277","4240","C(CCCCC(=O)O)CCCC(=O)O","1"
"HMDB05032","Cetirizine","HMDB0005032","2678","3561","C07778","1641","OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","1"
"HMDB14420","Olmesartan","HMDB0014420","158781","48416",NA,NA,"CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O","1"
"HMDB35665","L-1,2,3,4-Tetrahydro-beta-carboline-3-carboxylic acid","HMDB0035665","98285","91151",NA,NA,"OC(=O)C1CC2=C(CN1)NC1=CC=CC=C21","1"
"HMDB04072","4-Hydroxystyrene","HMDB0004072","62453","1883","C05627","7012","OC1=CC=C(C=C)C=C1","1"
"HMDB00866","N-Acetyl-L-tyrosine","HMDB0000866","68310","21563","C01657",NA,"CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"HMDB01518","alpha-CEHC","HMDB0001518","9943542","626842",NA,NA,"CC1=C(O)C(C)=C2CCC(C)(CCC(O)=O)OC2=C1C","1"
"HMDB02121","Carnosol","HMDB0002121","442009","468005","C09069",NA,"CC(C)C1=C(C(=C2C(=C1)[C@@H]3C[C@@H]4[C@@]2(CCCC4(C)C)C(=O)O3)O)O","1"
"HMDB30180","Crustecdysone","HMDB0030180","271605","16587","C02633",NA,"CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O","1"
"HMDB00786","Oxypurinol","HMDB0000786","4644","28315","C07599","5752","O=C1NC(=O)C2=CNNC2=N1","1"
"HMDB02100","Palmitoylethanolamide","HMDB0002100","4671","71464","C16512",NA,"CCCCCCCCCCCCCCCC(=O)NCCO","1"
"HMDB00779","Phenyllactic acid","HMDB0000779","3848","25998","C01479","5745","OC(CC1=CC=CC=C1)C(O)=O","1"
"HMDB00020","p-Hydroxyphenylacetic acid","HMDB0000020","127","18101","C00642","130","OC(=O)CC1=CC=C(O)C=C1","1"
"HMDB00245","Porphobilinogen","HMDB0000245","1021","17381","C00931","76","NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1","1"
"HMDB04159","L-Urobilin","HMDB0004159","5280818","29023","C05793","7022","CCC1C(C(=O)NC1CC2=N/C(=C/C3=C(C(=C(N3)CC4C(C(C(=O)N4)CC)C)C)CCC(=O)O)/C(=C2C)CCC(=O)O)C","1"
"HMDB02368","Nervonic acid","HMDB0002368","5281120","44247","C08323","262","CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O","1"
"HMDB33585","Acesulfame","HMDB0033585","36573","83501",NA,NA,"CC1=CC(=O)NS(=O)(=O)O1","1"
"HMDB15070","Oxymetazoline","HMDB0015070","4636","7862","C07363",NA,"CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C","1"
"HMDB06219","13-cis-Retinoic acid","HMDB0006219","5282379","6067","C07058",NA,"CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C","1"
"HMDB10379","LysoPC(14:0)","HMDB0010379","460604",NA,"C04230",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10383","LysoPC(16:1(9Z))","HMDB0010383","24779461",NA,"C04230",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10382","LysoPC(16:0)","HMDB0010382","460602","72998","C04230",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10386","LysoPC(18:2(9Z,12Z))","HMDB0010386","11005824","28733","C04230",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB02815","LysoPC(18:1(9Z))","HMDB0002815","16081932",NA,"C04230","184","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10384","LysoPC(18:0)","HMDB0010384","497299",NA,"C04230",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10397","LysoPC(20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0010397","11757087",NA,"C04230",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10395","LysoPC(20:4(5Z,8Z,11Z,14Z))","HMDB0010395","24779476",NA,"C04230",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10393","LysoPC(20:3(5Z,8Z,11Z))","HMDB0010393","53480467","74343","C04230",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10404","LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0010404","10415542","73873","C04230",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB11504","LysoPE(16:1(9Z)/0:0)","HMDB0011504","52925129",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB11503","LysoPE(16:0/0:0)","HMDB0011503","9547069","73004",NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB11507","LysoPE(18:2(9Z,12Z)/0:0)","HMDB0011507","52925130","83058",NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB11506","LysoPE(18:1(9Z)/0:0)","HMDB0011506","9547071","74971",NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB11130","LysoPE(18:0/0:0)","HMDB0011130","9547068","75036","C21484",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB11517","LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0011517","42607465","64395",NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB11511","LysoPE(20:0/0:0)","HMDB0011511","52925131","131690",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB11520","LysoPE(22:0/0:0)","HMDB0011520","52925144",NA,NA,NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB07869","PC(14:0/16:0)","HMDB0007869","129657",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB07873","PC(14:0/18:1(9Z))","HMDB0007873","24778620",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB07871","PC(14:0/18:0)","HMDB0007871","131150",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08006","PC(16:1(9Z)/18:2(9Z,12Z))","HMDB0008006","24778768",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB07973","PC(16:0/18:2(9Z,12Z))","HMDB0007973","5287971",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB07972","PC(16:0/18:1(9Z))","HMDB0007972","5497103",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB07970","PC(16:0/18:0)","HMDB0007970","24778686",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB07983","PC(16:0/20:4(8Z,11Z,14Z,17Z))","HMDB0007983","53478669",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08138","PC(18:2(9Z,12Z)/18:2(9Z,12Z))","HMDB0008138","5288075",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08105","PC(18:1(9Z)/18:2(9Z,12Z))","HMDB0008105","24778939",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08039","PC(18:0/18:2(9Z,12Z))","HMDB0008039","6441487",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08038","PC(18:0/18:1(9Z))","HMDB0008038","24778825",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB07991","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0007991","6441886",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08048","PC(18:0/20:4(5Z,8Z,11Z,14Z))","HMDB0008048","16219824",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08047","PC(18:0/20:3(8Z,11Z,14Z))","HMDB0008047","24778857",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08270","PC(20:0/18:2(9Z,12Z))","HMDB0008270","24779263",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB11212","PC(P-16:0/18:3(6Z,9Z,12Z))","HMDB0011212","53480681",NA,NA,NA,"CCCCCCCCCCCCCC/C=C\OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB11210","PC(P-16:0/18:1(9Z))","HMDB0011210","24779384",NA,NA,NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB11208","PC(P-16:0/18:0)","HMDB0011208","52923890",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB11220","PC(P-16:0/20:4(5Z,8Z,11Z,14Z))","HMDB0011220","24779388",NA,NA,NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB11310","PC(P-18:1(9Z)/18:2(9Z,12Z))","HMDB0011310","53480803",NA,NA,NA,"CCCCCCCC/C=C\CCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB11243","PC(P-18:0/18:1(9Z))","HMDB0011243","42607428",NA,NA,NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB11241","PC(P-18:0/18:0)","HMDB0011241","52923942",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB11252","PC(P-18:0/20:3(8Z,11Z,14Z))","HMDB0011252","52923962",NA,NA,NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08923","PE(16:0/16:0)","HMDB0008923","445468","73005","C00350",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB08925","PE(16:0/18:0)","HMDB0008925","5326793",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN","1"
"HMDB00252","Sphingosine","HMDB0000252","5353955","16393","C00319","392","CCCCCCCCCCCCC/C=C/C(C(CO)N)O","1"
"HMDB12252","Linoleoyl ethanolamide","HMDB0012252","5283446","64032",NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCCO","1"
"HMDB04949","Ceramide (d18:1/16:0)","HMDB0004949","5283564","72959","C00195","7202","CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O","1"
"HMDB04952","Ceramide (d18:1/22:0)","HMDB0004952","5283567","72966","C00195","7205","CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O","1"
"HMDB04956","Ceramide (d18:1/24:0)","HMDB0004956","5283571","72965","C00195","7209","CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O","1"
"HMDB04953","Cer(d18:1/24:1(15Z))","HMDB0004953","5283568",NA,"C00195","7206","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O","1"
"HMDB10169","SM(d18:1/16:0)","HMDB0010169","5283590","17636","C00550",NA,"CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)(O)OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O","1"
"HMDB12101","SM(d18:1/18:1(9Z))","HMDB0012101","6443882","17636","C00550",NA,"CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCC/C=C\CCCCCCCC)O","1"
"HMDB01348","SM(d18:1/18:0)","HMDB0001348","5283588","17636","C00550","176","CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)(O)OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O","1"
