"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB00139","Glyceric acid","HMDB0000139","439194","32398","C00258","280","OC[C@@H](O)C(O)=O","1"
"HMDB00132","Guanine","HMDB0000132","764","16235","C00242","315","NC1=NC(=O)C2=C(N1)N=CN2","1"
"HMDB00133","Guanosine","HMDB0000133","6802","16750","C00387","87","NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1","1"
"HMDB02259","Heptadecanoic acid","HMDB0002259","10465","32365",NA,"6578","CCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB00118","Homovanillic acid","HMDB0000118","1738","545959","C05582","971","COC1=CC(CC(O)=O)=CC=C1O","1"
"HMDB00157","Hypoxanthine","HMDB0000157","790","17368","C00262","83","OC1=NC=NC2=C1NC=N2","1"
"HMDB02320","Imidazolelactic acid","HMDB0002320","459122","70808","C05132","6617","OC(CN1C=CN=C1)C(O)=O","1"
"HMDB02302","Indole-3-propionic acid","HMDB0002302","3744","43580",NA,"6602","OC(=O)CCC1=CNC2=C1C=CC=C2","1"
"HMDB00195","Inosine","HMDB0000195","6021","17596","C00294","84","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(O)N=CN=C12","1"
"HMDB00190","L-Lactic acid","HMDB0000190","107689","422","C00186","5205","C[C@H](O)C(O)=O","1"
"HMDB00186","Alpha-Lactose","HMDB0000186","84571","36219","C00243","267","OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O","1"
"HMDB00687","L-Leucine","HMDB0000687","6106","15603","C00123","24","CC(C)C[C@H](N)C(O)=O","1"
"HMDB00156","L-Malic acid","HMDB0000156","222656","30797","C00149",NA,"O[C@@H](CC(O)=O)C(O)=O","1"
"HMDB00691","Malonic acid","HMDB0000691","867","30794","C04025","3237","O=C(O)CC(=O)O","1"
"HMDB00696","L-Methionine","HMDB0000696","6137","16643","C00073","5664","CSCC[C@H](N)C(O)=O","1"
"HMDB00206","N6-Acetyl-L-lysine","HMDB0000206","92832","17752","C02727","5216","CC(=O)NCCCC[C@H](N)C(O)=O","1"
"HMDB01138","N-Acetylglutamic acid","HMDB0001138","70914","17533","C00624","6031","CC(=O)N[C@@H](CCC(O)=O)C(O)=O","1"
"HMDB01488","Nicotinic acid","HMDB0001488","938","15940","C00253","6272","OC(=O)C1=CN=CC=C1","1"
"HMDB00216","Norepinephrine","HMDB0000216","439260","18357","C00547","5226","NC[C@H](O)C1=CC(O)=C(O)C=C1","1"
"HMDB00226","Orotic acid","HMDB0000226","967","16742","C00295","318","OC(=O)C1=CC(=O)NC(=O)N1","1"
"HMDB02329","Oxalic acid","HMDB0002329","971","16995","C00209","113","OC(=O)C(O)=O","1"
"HMDB00210","Pantothenic acid","HMDB0000210","6613","46905","C00864",NA,"CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O","1"
"HMDB00124","Fructose 6-phosphate","HMDB0000124","69507","15946","C00085","5159","OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O","1"
"HMDB00209","Phenylacetic acid","HMDB0000209","999","30745","C07086","129","OC(=O)CC1=CC=CC=C1","1"
"HMDB06344","Phenylacetylglutamine","HMDB0006344","92258","17884","C04148",NA,"NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O","1"
"HMDB00162","L-Proline","HMDB0000162","145742","17203","C00148","29","OC(=O)[C@@H]1CCCN1","1"
"HMDB00237","Propionic acid","HMDB0000237","1032","30768","C00163","3215","CCC(=O)O","1"
"HMDB00767","Pseudouridine","HMDB0000767","15047","17802","C02067","5734","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=CNC(=O)NC1=O","1"
"HMDB00957","Pyrocatechol","HMDB0000957","289","18135","C15571","282","OC1=CC=CC=C1O","1"
"HMDB00244","Riboflavin","HMDB0000244","493570","17015","C00255","5249","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1","1"
"HMDB00884","Ribothymidine","HMDB0000884","445408","45996",NA,"5843","CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O","1"
"HMDB00187","L-Serine","HMDB0000187","5951","17115","C00065","5203","N[C@@H](CO)C(O)=O","1"
"HMDB03070","Shikimic acid","HMDB0003070","8742","16119","C00493","338","O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O","1"
"HMDB00247","Sorbitol","HMDB0000247","5780","17924","C00794","143","OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","1"
"HMDB00893","Suberic acid","HMDB0000893","10457","9300","C08278","4243","C(CCCC(=O)O)CCC(=O)O","1"
"HMDB00254","Succinic acid","HMDB0000254","1110","15741","C00042","114","O=C(O)CCC(=O)O","1"
"HMDB00956","Tartaric acid","HMDB0000956","444305","15671","C00898",NA,"O[C@H]([C@@H](O)C(O)=O)C(O)=O","1"
"HMDB00251","Taurine","HMDB0000251","1123","15891","C00245","31","NCCS(O)(=O)=O","1"
"HMDB37942","(1xi,3xi)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-3-carboxylic acid","HMDB0037942","73530",NA,NA,NA,"CC1NC(CC2=C1NC1=CC=CC=C21)C(O)=O","1"
"HMDB00167","L-Threonine","HMDB0000167","6288","16857","C00188","32","C[C@@H](O)[C@H](N)C(O)=O","1"
"HMDB00262","Thymine","HMDB0000262","1135","17821","C00178","290","CC1=CNC(=O)NC1=O","1"
"HMDB00929","L-Tryptophan","HMDB0000929","6305","16828","C00078","5879","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"HMDB00158","L-Tyrosine","HMDB0000158","6057","17895","C00082","34","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"HMDB00300","Uracil","HMDB0000300","1174","17568","C00106","258","O=C1NC=CC(=O)N1","1"
"HMDB00289","Uric acid","HMDB0000289","1175","17775","C00366","88","O=C1NC2=C(N1)C(=O)NC(=O)N2","1"
"HMDB00296","Uridine","HMDB0000296","6029","16704","C00299","90","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O","1"
"HMDB00892","Valeric acid","HMDB0000892","7991","17418","C00803","110","CCCCC(=O)O","1"
"HMDB00292","Xanthine","HMDB0000292","1188","17712","C00385","82","O=C1NC2=C(NC=N2)C(=O)N1","1"
"HMDB00881","Xanthurenic acid","HMDB0000881","5699","10072","C02470","5841","OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1","1"
"HMDB00098","D-Xylose","HMDB0000098","135191","53455","C00181","314","O[C@@H]1COC(O)[C@H](O)[C@H]1O","1"
"HMDB13733","1,2,4-Trimethylbenzene","HMDB0013733","7247","34039","C14533",NA,"CC1=CC(C)=C(C)C=C1","1"
"HMDB00054","Bilirubin","HMDB0000054","5280352","16990","C00486","81","CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1","1"
"HMDB00089","Cytidine","HMDB0000089","6253","17562","C00475","3376","NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","1"
"HMDB00714","Hippuric acid","HMDB0000714","464","18089","C01586","1301","OC(=O)CNC(=O)C1=CC=CC=C1","1"
"HMDB00123","Glycine","HMDB0000123","750","15428","C00037","20","NCC(O)=O","1"
"HMDB00148","L-Glutamic acid","HMDB0000148","33032","16015","C00025","5174","N[C@@H](CCC(O)=O)C(O)=O","1"
"HMDB00641","L-Glutamine","HMDB0000641","5961","18050","C00064","5614","N[C@@H](CCC(N)=O)C(O)=O","1"
"HMDB00177","L-Histidine","HMDB0000177","6274","15971","C00135","21","N[C@@H](CC1=CN=CN1)C(O)=O","1"
"HMDB00182","L-Lysine","HMDB0000182","5962","18019","C00047","5200","NCCCC[C@H](N)C(O)=O","1"
"HMDB00883","L-Valine","HMDB0000883","6287","16414","C00183","5842","CC(C)[C@H](N)C(O)=O","1"
"HMDB00172","L-Isoleucine","HMDB0000172","6306","17191","C00407","5193","CC[C@H](C)[C@@H](C(=O)O)N","1"
"HMDB00159","L-Phenylalanine","HMDB0000159","6140","17295","C00079","28","N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"HMDB00725","4-Hydroxyproline","HMDB0000725","5810","18095","C01157","257","O[C@H]1CN[C@@H](C1)C(O)=O","1"
"HMDB00214","Ornithine","HMDB0000214","6262","15729","C00077","27","NCCC[C@H](N)C(O)=O","1"
"HMDB00472","5-Hydroxy-L-tryptophan","HMDB0000472","439280","17780","C00643",NA,"N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O","1"
"HMDB00259","Serotonin","HMDB0000259","5202","28790","C00780","74","NCCC1=CNC2=C1C=C(O)C=C2","1"
"HMDB00092","Dimethylglycine","HMDB0000092","673","17724","C01026","277","CN(C)CC(O)=O","1"
"HMDB01539","Asymmetric dimethylarginine","HMDB0001539","123831","17929","C03626","6309","N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O","1"
"HMDB29416","L-Targinine","HMDB0029416","132862","28229","C03884",NA,"CNC(=N)NCCC[C@H](N)C(O)=O","1"
"HMDB01906","2-Aminoisobutyric acid","HMDB0001906","6119","27971","C03665","37","CC(C)(N)C(=O)O","1"
"HMDB00715","Kynurenic acid","HMDB0000715","3845","18344","C01717","5683","OC(=O)C1=CC(=O)C2=CC=CC=C2N1","1"
"HMDB00898","1-Methylhistamine","HMDB0000898","3614","29009","C05127","5854","CN1C=NC(CCN)=C1","1"
"HMDB00870","Histamine","HMDB0000870","774","18295","C00388","68","NCCC1=CNC=N1","1"
"HMDB00026","Ureidopropionic acid","HMDB0000026","111","18261","C02642","5097","NC(=O)NCCC(O)=O","1"
"HMDB01406","Niacinamide","HMDB0001406","936","17154","C00153","1497","NC(=O)C1=CC=CN=C1","1"
"HMDB00043","Betaine","HMDB0000043","247","17750","C00719","287","C[N+](C)(C)CC([O-])=O","1"
"HMDB00097","Choline","HMDB0000097","305","15354","C00114","56","C[N+](C)(C)CCO","1"
"HMDB00086","Glycerophosphocholine","HMDB0000086","71920","16870","C00670","370","C[N+](C)(C)CCOP(=O)([O-])OC[C@H](CO)O","1"
"HMDB00895","Acetylcholine chloride","HMDB0000895","6060","15355","C01996","57","CC(=O)OCC[N+](C)(C)C","1"
"HMDB01257","Spermidine","HMDB0001257","1102","16610","C00315","254","NCCCCNCCCN","1"
"HMDB00064","Creatine","HMDB0000064","586","16919","C00300","7","CN(CC(O)=O)C(N)=N","1"
"HMDB00562","Creatinine","HMDB0000562","588","16737","C00791","8","CN1CC(=O)NC1=N","1"
"HMDB00925","Trimethylamine N-oxide","HMDB0000925","1145","15724","C01104","5876","C[N+](C)(C)[O-]","1"
"HMDB00050","Adenosine","HMDB0000050","60961","16335","C00212","86","NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1","1"
"HMDB00630","Cytosine","HMDB0000630","597","16040","C00380","283","NC1=CC=NC(=O)N1","1"
"HMDB00101","Deoxyadenosine","HMDB0000101","13730","17256","C00559","3382","NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC=N1","1"
"HMDB00014","Deoxycytidine","HMDB0000014","13711","15698","C00881","3367","NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1","1"
"HMDB01046","Cotinine","HMDB0001046","408","127762",NA,"1531","CN1C(CCC1=O)C1=CN=CC=C1","1"
"HMDB00716","L-Pipecolic acid","HMDB0000716","439227","30913","C00408","5684","OC(=O)[C@@H]1CCCCN1","1"
"HMDB01149","5-Aminolevulinic acid","HMDB0001149","137","17549","C00430","6037","NCC(=O)CCC(=O)O","1"
"HMDB00699","1-Methylnicotinamide","HMDB0000699","457","16797","C02918","5667","C[N+]1=CC=CC(=C1)C(N)=O","1"
"HMDB01161","4-Trimethylammoniobutanoic acid","HMDB0001161","134","1941","C01181","6043","C[N+](C)(C)CCCC(=O)O","1"
"HMDB01414","Putrescine","HMDB0001414","1045","17148","C00134","3226","NCCCCN","1"
"HMDB02005","Methionine sulfoxide","HMDB0002005","158980","17016","C02989","6428","CS(=O)CC[C@H](N)C(O)=O","1"
"HMDB00056","beta-Alanine","HMDB0000056","239","16958","C00099","5119","NCCC(O)=O","1"
"HMDB00194","Anserine","HMDB0000194","112072","18323","C01262","5209","CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O","1"
"HMDB00062","L-Carnitine","HMDB0000062","10917","16347","C00318","52","C[N+](C)(C)C[C@H](O)CC([O-])=O","1"
"HMDB00201","DL-Acetylcarnitine","HMDB00201","1","73024","C02571",NA,"CC(=O)OC(CC(=O))C(C)(C)C","1"
"HMDB00824","Propionylcarnitine","HMDB0000824","107738","28867","C03017","5787","CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB13133","Methylmalonylcarnitine","HMDB0013133","53481628",NA,NA,NA,"CC(C(=O)O)C(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB02013","Butyrylcarnitine","HMDB0002013","439829",NA,"C02862","6436","CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB00688","Isovalerylcarnitine","HMDB0000688","6426851","73025",NA,"5657","CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB13288","Nonanoylcarnitine","HMDB0013288","53481660","70997",NA,NA,"CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB00651","Decanoylcarnitine","HMDB0000651","10245190","68830",NA,"5623","CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB13325","2-trans,4-cis-Decadienoylcarnitine","HMDB0013325","53481669",NA,NA,NA,"CCCCC/C=C\C=C\C(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C","1"
"HMDB02250","Dodecanoylcarnitine","HMDB0002250","168381","77086",NA,"6573","CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB13326","trans-2-Dodecenoylcarnitine","HMDB0013326","53481671",NA,NA,NA,"CCCCCCCCC/C=C/C(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C","1"
"HMDB05066","Tetradecanoylcarnitine","HMDB0005066","53477791","84634",NA,NA,"CCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB02014","cis-5-Tetradecenoylcarnitine","HMDB0002014","22833575","73060",NA,"6437","CCCCCCCC/C=C\CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB13331","3, 5-Tetradecadiencarnitine","HMDB0013331","53481681","89746",NA,NA,"CCCCCCCC/C=C/C=C/CC(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C","1"
"HMDB00222","L-Palmitoylcarnitine","HMDB0000222","11953816","17490","C02990","5231","CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB13337","2-Hydroxyhexadecanoylcarnitine","HMDB0013337","53481693",NA,NA,NA,"CCCCCCCCCCCCCCC(C(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C)O","1"
"HMDB00848","Acylcarnitine C18:0","HMDB00848","6426855","73074",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O))C(C)(C)C","1"
"HMDB05065","Oleoylcarnitine","HMDB0005065","46907933","84651",NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB13339","3-Hydroxy-11Z-octadecenoylcarnitine","HMDB0013339","53481697",NA,NA,NA,"CCCCCC\C=C/CCCCCCC[C@@H](O)CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C","1"
"HMDB06469","Linoleyl carnitine","HMDB0006469","6450015","84098",NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB06460","Arachidyl carnitine","HMDB0006460","53477833","73100",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB03282","1-Methylguanine","HMDB0003282","70315","21803","C04152","3778","CN1C(N)=NC2=C(NC=N2)C1=O","1"
"HMDB01563","1-Methylguanosine","HMDB0001563","96373","19062","C04545","6324","CN1C(N)=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O","1"
"HMDB04030","21-Deoxycortisol","HMDB0004030","222803",NA,"C05497","7004","CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O","1"
"HMDB13716","Norvaline","HMDB0013716","439575","28804","C01799",NA,"CCC[C@@H](N)C(O)=O","1"
"HMDB04326","2'-O-Methyladenosine","HMDB0004326","317398","119928","C04779",NA,"COC1C(O)C(CO)OC1N1C=NC2=C(N)N=CN=C12","1"
"HMDB00479","3-Methylhistidine","HMDB0000479","64969","27596","C01152","5466","[H][C@](N)(CC1=CN=CN1C)C(O)=O","1"
"HMDB01886","3-Methylxanthine","HMDB0001886","70639","62207","C16357","2820","CN1C2=C(NC=N2)C(=O)NC1=O","1"
"HMDB06023","3'-O-Methyladenosine","HMDB0006023","82530",NA,NA,NA,"CO[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"HMDB01169","4-Aminophenol","HMDB0001169","403","17602","C02372","6051","NC1=CC=C(O)C=C1","1"
"HMDB03464","4-Guanidinobutanoic acid","HMDB0003464","500","15728","C01035","6938","NC(=N)NCCCC(O)=O","1"
"HMDB59824","4-Hydroxy-3-methylacetophenone","HMDB0059824","70135",NA,NA,NA,"[H]OC1=C(C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])C([H])([H])[H]","1"
"HMDB00897","7-Methylguanine","HMDB0000897","11361","28664","C02242",NA,"CN1C=NC2=C1C(=O)N=C(N)N2","1"
"HMDB01991","7-Methylxanthine","HMDB0001991","68374","48991","C16353",NA,"CN1C=NC2=C1C(=O)NC(=O)N2","1"
"HMDB03333","8-Hydroxy-deoxyguanosine","HMDB0003333","73318","40304",NA,"6890","NC1=NC2=C(N=C(O)N2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1","1"
"HMDB01859","Acetaminophen","HMDB0001859","1983","46195","C06804","6353","CC(=O)NC1=CC=C(O)C=C1","1"
"HMDB00212","N-Acetylgalactosamine","HMDB0000212","84265","40356","C01074","5222","CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O","1"
"HMDB01432","Agmatine","HMDB0001432","199","17431","C00179","3523","NCCCCNC(N)=N","1"
"HMDB00557","L-Alloisoleucine","HMDB0000557","99288","43433",NA,NA,"CC[C@@H](C)[C@H](N)C(O)=O","1"
"HMDB01924","Atenolol","HMDB0001924","2249","2904","C13235","1128","CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1","1"
"HMDB13222","Beta-Guanidinopropionic acid","HMDB0013222","67701","15968","C03065",NA,"NC(=N)NCCC(O)=O","1"
"HMDB01008","Biliverdin","HMDB0001008","5353439","17033","C00500","5938","CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N=C(/C=C2\NC(=O)C(C=C)=C2C)C(C)=C1CCC(O)=O","1"
"HMDB00030","Biotin","HMDB0000030","171548","15956","C00120","243","[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2","1"
"HMDB02322","Cadaverine","HMDB0002322","273","18127","C01672","3236","NCCCCCN","1"
"HMDB01847","Caffeine","HMDB0001847","2519","27732","C07481","1455","CN1C=NC2=C1C(=O)N(C)C(=O)N2C","1"
"HMDB00063","Cortisol","HMDB0000063","657311",NA,"C00735","5124","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@]4(C(=O)CO)O)C)O","1"
"HMDB03459","D-Alanyl-D-alanine","HMDB0003459","5460362","16576","C00993","6937","C[C@@H](N)C(=O)N[C@H](C)C(O)=O","1"
"HMDB41876","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB05015","Gabapentin","HMDB0005015","3446","42797",NA,"2989","NCC1(CC(O)=O)CCCCC1","1"
"HMDB00128","Guanidoacetic acid","HMDB0000128","763","16344","C00581","5163","NC(=N)NCC(O)=O","1"
"HMDB03431","L-Histidinol","HMDB0003431","165271","16255","C00860","3267","N[C@H](CO)CC1=CNC=N1","1"
"HMDB00670","Homo-L-arginine","HMDB0000670","9085","27747","C01924","5640","N[C@@H](CCCCNC(N)=N)C(O)=O","1"
"HMDB00679","Homocitrulline","HMDB0000679","65072","17443","C02427","46","N[C@@H](CCCCNC(N)=O)C(O)=O","1"
"HMDB01390","trans-3-Hydroxycotinine","HMDB0001390","107963",NA,NA,"6210","CN1[C@@H](CC(O)C1=O)C1=CN=CC=C1","1"
"HMDB02271","Imidazolepropionic acid","HMDB0002271","70630","73087","C20522","6585","OC(=O)CCC1=CNC=N1","1"
"HMDB02024","Imidazoleacetic acid","HMDB0002024","96215","16974","C02835","6445","OC(=O)CC1=CN=CN1","1"
"HMDB01921","1,1-Dimethylbiguanide","HMDB0001921","4091","6801","C07151","6390","CN(C)C(=N)NC(N)=N","1"
"HMDB02820","Methylimidazoleacetic acid","HMDB0002820","75810","1606","C05828","3774","CN1C=C(N=C1)CC(=O)O","1"
"HMDB15052","Metronidazole","HMDB0015052","4173","6909","C07203",NA,"CC1=NC=C(N1CCO)[N+]([O-])=O","1"
"HMDB02172","N1,N12-Diacetylspermine","HMDB0002172","132680","28101","C03413","6525","CC(=O)NCCCNCCCCNCCCNC(C)=O","1"
"HMDB01276","N1-Acetylspermidine","HMDB0001276","496","17927","C00612","3323","CC(=O)NCCCNCCCCN","1"
"HMDB01186","N1-Acetylspermine","HMDB0001186","916","17312","C02567","3369","CC(=O)NCCCNCCCCNCCCN","1"
"HMDB04193","N1-Methyl-2-pyridone-5-carboxamide","HMDB0004193","69698","27410","C05842","7025","CN1C=C(C=CC1=O)C(N)=O","1"
"HMDB04824","N2,N2-Dimethylguanosine","HMDB0004824","92919","19289",NA,"7086","CN(C)C1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","1"
"HMDB00812","N-Acetyl-L-aspartic acid","HMDB0000812","65065","21547","C01042","5776","CC(=O)N[C@@H](CC(O)=O)C(O)=O","1"
"HMDB06029","N-Acetylglutamine","HMDB0006029","182230","21553",NA,NA,"CC(=O)N[C@@H](CCC(N)=O)C(O)=O","1"
"HMDB13253","N-Acetylhistamine","HMDB0013253","69602","28483","C05135",NA,"CC(=O)NCCC1=CN=CN1","1"
"HMDB32055","N-Acetylhistidine","HMDB0032055","75619","16437","C02997",NA,"CC(=O)N[C@@H](CC1=CNC=N1)C(O)=O","1"
"HMDB03357","N-Acetylornithine","HMDB0003357","439232","16543","C00437",NA,"CC(=O)N[C@@H](CCCN)C(O)=O","1"
"HMDB02064","N-Acetylputrescine","HMDB0002064","122356","17768","C02714","3252","CC(=O)NCCCCN","1"
"HMDB04620","N-a-Acetyl-L-arginine","HMDB0004620","67427","40521",NA,NA,"CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O","1"
"HMDB13287","Ne,Ne dimethyllysine","HMDB0013287","4478779",NA,"C05545",NA,"CN(C)CCCCC(C(=O)O)N","1"
"HMDB01325","N6,N6,N6-Trimethyl-L-lysine","HMDB0001325","440120","17311","C03793","6161","C[N+](C)(C)CCCC[C@H](N)C([O-])=O","1"
"HMDB04610","Phytosphingosine","HMDB0004610","122121","46961","C12144","7066","CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO)N)O)O","1"
"HMDB04827","Stachydrine","HMDB0004827","7016563","35280","C10172","7089","C[N+]1(CCC[C@H]1C(=O)[O-])C","1"
"HMDB00802","Pterin","HMDB0000802","73000","18265","C00715","5766","NC1=NC2=NC=CN=C2C(=O)N1","1"
"HMDB00239","Pyridoxine","HMDB0000239","1054","16709","C00314","5245","CC1=C(O)C(CO)=C(CO)C=N1","1"
"HMDB14611","Quinine","HMDB0014611","3034034","15854","C06526",NA,"[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12","1"
"HMDB01185","S-Adenosylmethionine","HMDB0001185","34756","15414","C00019","6064","C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"HMDB00269","Sphinganine","HMDB0000269","91486","16566","C00836","5268","CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O","1"
"HMDB00875","Trigonelline","HMDB0000875","5570","18123","C01004","273","C[N+]1=CC=CC(=C1)C([O-])=O","1"
"HMDB04161","D-Urobilin","HMDB0004161","6276321","4259","C05795",NA,"CCC1=C(C(=O)NC1CC2=C(C(=C(N2)/C=C\3/C(=C(C(=N3)CC4C(=C(C(=O)N4)C=C)C)C)CCC(=O)O)CCC(=O)O)C)C","1"
"HMDB10387","LysoPC(18:3(6Z,9Z,12Z))","HMDB0010387","52924045",NA,"C04230",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10391","LysoPC(20:1(11Z))","HMDB0010391","52924051","88685","C04230",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10407","LysoPC(P-16:0)","HMDB0010407","10917802",NA,"C04230",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB13122","LysoPC(P-18:0)","HMDB0013122","24779527","133662","C04230",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB11526","LysoPE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0011526","52925132","72747",NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB12097","SM(d18:1/14:0)","HMDB0012097","11433862","64486",NA,NA,"CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC)O","1"
